Date,AAPL,BTC-USD,ETH-USD,SPY,TLT,XOM
2018-01-09,41.442588806152344,14595.400390625,1299.739990234375,253.2218017578125,112.31185913085938,67.25403594970703
2018-01-10,41.433082580566406,14973.2998046875,1255.8199462890625,252.83436584472656,112.17595672607422,66.71924591064453
2018-01-11,41.66843032836914,13405.7998046875,1154.9300537109375,254.67909240722656,112.63805389404297,67.37805938720703
2018-01-12,42.09870910644531,13980.599609375,1273.199951171875,256.33929443359375,112.82836151123047,67.83535766601562
2018-01-13,,14360.2001953125,1396.4200439453125,,,
2018-01-14,,13772.0,1366.77001953125,,,
2018-01-15,,13819.7998046875,1291.9200439453125,,,
2018-01-16,41.8847541809082,11490.5,1053.68994140625,255.4630584716797,113.29954528808594,67.40906524658203
2018-01-17,42.57653045654297,11188.599609375,1014.25,257.8980407714844,113.14549255371094,68.2073974609375
2018-01-18,42.61456298828125,11474.900390625,1036.280029296875,257.46453857421875,112.09442138671875,67.76561737060547
2018-01-19,42.42438888549805,11607.400390625,1039.0999755859375,258.635986328125,111.50540924072266,67.54857635498047
2018-01-20,,12899.2001953125,1155.1500244140625,,,
2018-01-21,,11600.099609375,1049.5799560546875,,,
2018-01-22,42.077301025390625,10931.400390625,1003.260009765625,260.7388916015625,111.61418151855469,68.40116882324219
2018-01-23,42.086822509765625,10868.400390625,986.22900390625,261.2923583984375,112.09442138671875,68.43991088867188
2018-01-24,41.416439056396484,11359.400390625,1058.780029296875,261.1908264160156,111.48728942871094,68.61817932128906
2018-01-25,40.67710876464844,11259.400390625,1056.030029296875,261.301513671875,112.40247344970703,68.49417877197266
2018-01-26,40.77220153808594,11171.400390625,1055.1700439453125,264.32684326171875,111.9856948852539,68.98246765136719
2018-01-27,,11440.7001953125,1107.0699462890625,,,
2018-01-28,,11786.2998046875,1246.010009765625,,,
2018-01-29,39.92828369140625,11296.400390625,1182.3599853515625,262.57440185546875,111.2064208984375,68.21516418457031
2018-01-30,39.69293212890625,10106.2998046875,1071.1300048828125,259.881103515625,110.55400848388672,67.26179504394531
2018-01-31,39.802284240722656,10221.099609375,1118.31005859375,260.0102844238281,111.2064208984375,67.66484069824219
2018-02-01,39.8854866027832,9170.5400390625,1036.7900390625,259.7150573730469,109.5947265625,69.03673553466797
2018-02-02,38.15484619140625,8830.75,915.7849731445312,254.06109619140625,108.57778930664062,65.51786804199219
2018-02-03,,9174.91015625,964.0189819335938,,,
2018-02-04,,8277.009765625,834.6820068359375,,,
2018-02-05,37.20157241821289,6955.27001953125,697.9509887695312,243.4355926513672,109.60380554199219,61.78969955444336
2018-02-06,38.75629425048828,7754.0,793.1220092773438,248.23179626464844,108.92279815673828,60.72783279418945
2018-02-07,37.926639556884766,7621.2998046875,757.0679931640625,246.88523864746094,107.8876953125,59.634971618652344
2018-02-08,36.883018493652344,8265.58984375,817.8070068359375,237.6248016357422,107.76968383789062,58.96063995361328
2018-02-09,37.33415222167969,8736.98046875,883.864990234375,241.19427490234375,107.0886459350586,59.33648681640625
2018-02-10,,8621.900390625,860.4149780273438,,,
2018-02-11,,8129.97021484375,814.6599731445312,,,
2018-02-12,38.83793258666992,8926.5703125,868.7069702148438,244.7361602783203,107.56085205078125,59.83760452270508
2018-02-13,39.22700119018555,8598.3095703125,845.2579956054688,245.34487915039062,108.04205322265625,59.743656158447266
2018-02-14,39.95024108886719,9494.6298828125,923.5609741210938,248.65615844726562,106.84351348876953,59.86893081665039
2018-02-15,41.29169464111328,10166.400390625,936.9760131835938,251.82896423339844,107.20667266845703,59.673187255859375
2018-02-16,41.15803527832031,10233.900390625,944.2100219726562,251.9027862548828,107.78779602050781,59.93156433105469
2018-02-17,,11112.7001953125,974.114990234375,,,
2018-02-18,,10551.7998046875,923.9210205078125,,,
2018-02-19,,11225.2998046875,943.864990234375,,,
2018-02-20,41.01959228515625,11403.7001953125,895.3709716796875,250.3256378173828,107.31565856933594,59.31300735473633
2018-02-21,40.833412170410156,10690.400390625,849.9710083007812,249.08041381835938,105.99905395507812,58.639617919921875
2018-02-22,41.174739837646484,10005.0,812.844970703125,249.40322875976562,106.31689453125,59.399131774902344
2018-02-23,41.89082336425781,10301.099609375,864.1890258789062,253.37857055664062,107.26119995117188,60.70676040649414
2018-02-24,,9813.0703125,840.5150146484375,,,
2018-02-25,,9664.73046875,844.8099975585938,,,
2018-02-26,42.719093322753906,10366.7001953125,869.3150024414062,256.32080078125,107.29747772216797,61.73250198364258
2018-02-27,42.580657958984375,10725.599609375,878.2650146484375,253.12022399902344,107.14314270019531,60.68326187133789
2018-02-28,42.51620101928711,10397.900390625,855.198974609375,250.55613708496094,107.82411193847656,59.305171966552734
2018-03-01,41.77147674560547,10951.0,872.2000122070312,246.91294860839844,108.5601577758789,58.8823356628418
2018-03-02,42.060298919677734,11086.400390625,856.85302734375,248.1857147216797,107.67762756347656,59.15640640258789
2018-03-03,,11489.7001953125,857.2249755859375,,,
2018-03-04,,11512.599609375,866.677978515625,,,
2018-03-05,42.20590591430664,11573.2998046875,853.6840209960938,251.0542449951172,107.38648986816406,59.72016906738281
2018-03-06,42.170101165771484,10779.900390625,816.9509887695312,251.69064331054688,107.486572265625,59.64970397949219
2018-03-07,41.77864074707031,9965.5703125,752.8309936523438,251.59841918945312,107.36831665039062,58.14631652832031
2018-03-08,42.23455047607422,9395.009765625,704.5960083007812,252.81594848632812,107.98700714111328,58.03670120239258
2018-03-09,42.96017074584961,9337.5498046875,728.916015625,257.21551513671875,107.27735900878906,58.38121795654297
2018-03-10,,8866.0,686.8900146484375,,,
2018-03-11,,9578.6298828125,723.3389892578125,,,
2018-03-12,43.37550354003906,9205.1201171875,699.8309936523438,256.8926086425781,107.89599609375,58.913665771484375
2018-03-13,42.95779037475586,9194.849609375,690.8270263671875,255.23255920410156,108.4419174194336,58.357730865478516
2018-03-14,42.59259033203125,8269.8095703125,614.291015625,253.92274475097656,109.397216796875,57.629520416259766
2018-03-15,42.64270782470703,8300.8603515625,611.3040161132812,253.64599609375,109.397216796875,58.271602630615234
2018-03-16,42.492332458496094,8338.349609375,601.666015625,253.9210205078125,109.00598907470703,58.81972122192383
2018-03-17,,7916.8798828125,552.7789916992188,,,
2018-03-18,,8223.6796875,538.6439819335938,,,
2018-03-19,41.84308624267578,8630.650390625,556.7260131835938,250.48544311523438,108.6602783203125,58.060184478759766
2018-03-20,41.828765869140625,8913.4697265625,557.1749877929688,250.9114532470703,108.22352600097656,57.934898376464844
2018-03-21,40.88114547729492,8929.2802734375,561.7319946289062,250.42991638183594,108.34183502197266,58.75706100463867
2018-03-22,40.303504943847656,8728.4697265625,539.7020263671875,244.1698455810547,109.41545867919922,57.55123519897461
2018-03-23,39.37021255493164,8879.6201171875,539.6190185546875,238.96546936035156,109.33354187011719,57.07359313964844
2018-03-24,,8668.1201171875,526.4390258789062,,,
2018-03-25,,8495.7802734375,524.2869873046875,,,
2018-03-26,41.23918914794922,8209.400390625,489.95098876953125,245.50331115722656,108.91502380371094,57.942726135253906
2018-03-27,40.1817741394043,7833.0400390625,450.1159973144531,241.326904296875,110.07959747314453,57.70782470703125
2018-03-28,39.737815856933594,7954.47998046875,446.27899169921875,240.6138458251953,110.37076568603516,57.01095199584961
2018-03-29,40.04810333251953,7165.7001953125,385.9679870605469,243.68832397460938,110.90753173828125,58.42036819458008
2018-03-30,,6890.52001953125,394.6449890136719,,,
2018-03-31,,6973.52978515625,396.4570007324219,,,
2018-04-01,,6844.22998046875,379.60699462890625,,,
2018-04-02,39.78553771972656,7083.7998046875,386.42498779296875,238.4283905029297,111.12637329101562,57.33198165893555
2018-04-03,40.19370651245117,7456.10986328125,416.89300537109375,241.48431396484375,110.26932525634766,58.74140167236328
2018-04-04,40.962310791015625,6853.83984375,380.5429992675781,244.06796264648438,110.04132843017578,58.62395477294922
2018-04-05,41.24635314941406,6811.47021484375,383.23199462890625,245.99415588378906,109.22077178955078,59.524417877197266
2018-04-06,40.19132995605469,6636.31982421875,370.2850036621094,240.51197814941406,110.41516876220703,58.62395477294922
2018-04-07,,6911.08984375,385.3139953613281,,,
2018-04-08,,7023.52001953125,400.50799560546875,,,
2018-04-09,40.58995056152344,6770.72998046875,398.5260009765625,241.69729614257812,110.59754180908203,58.62395477294922
2018-04-10,41.353763580322266,6834.759765625,414.2430114746094,245.5403289794922,110.39694213867188,60.34657669067383
2018-04-11,41.160423278808594,6968.31982421875,430.5400085449219,244.253173828125,110.78897857666016,60.62846374511719
2018-04-12,41.56619644165039,7889.25,492.9410095214844,246.26268005371094,109.9775390625,60.464027404785156
2018-04-13,41.707027435302734,7895.9599609375,492.7349853515625,245.5403289794922,110.23282623291016,60.94948196411133
2018-04-14,,7986.240234375,501.4779968261719,,,
2018-04-15,,8329.1103515625,531.7020263671875,,,
2018-04-16,41.96720886230469,8058.669921875,511.1470031738281,247.5591583251953,110.26932525634766,61.497581481933594
2018-04-17,42.54484939575195,7902.08984375,502.8940124511719,250.2076873779297,110.57017517089844,61.333168029785156
2018-04-18,42.44936752319336,8163.419921875,524.7890014648438,250.39288330078125,109.6857681274414,62.030052185058594
2018-04-19,41.24635314941406,8294.3095703125,567.8889770507812,249.00376892089844,108.7922134399414,62.18665313720703
2018-04-20,39.556400299072266,8845.830078125,615.718017578125,246.8923797607422,108.00814056396484,61.85776901245117
2018-04-21,,8895.580078125,605.39501953125,,,
2018-04-22,,8802.4599609375,621.8599853515625,,,
2018-04-23,39.44182586669922,8930.8798828125,642.5479736328125,246.85537719726562,108.03547668457031,62.304080963134766
2018-04-24,38.892826080322266,9697.5,708.1580200195312,243.53086853027344,107.5431137084961,61.348812103271484
2018-04-25,39.06230163574219,8845.740234375,615.416015625,244.13282775878906,106.82281494140625,62.24928665161133
2018-04-26,39.198360443115234,9281.509765625,662.8090209960938,246.61459350585938,107.57044982910156,63.314186096191406
2018-04-27,38.74483871459961,8987.0498046875,647.031982421875,246.8461151123047,108.40020751953125,60.910343170166016
2018-04-28,,9348.48046875,683.677978515625,,,
2018-04-29,,9419.080078125,688.8809814453125,,,
2018-04-30,39.446598052978516,9240.5498046875,669.9240112304688,244.94769287109375,108.59160614013672,60.87901306152344
2018-05-01,40.36317825317383,9119.009765625,673.6129760742188,245.3829803466797,108.20056915283203,60.25260925292969
2018-05-02,42.1462287902832,9235.919921875,687.1489868164062,243.73460388183594,108.08175659179688,60.135162353515625
2018-05-03,42.22261047363281,9743.8603515625,779.5430297851562,243.19749450683594,108.56604766845703,59.93156433105469
2018-05-04,43.879146575927734,9700.759765625,785.6240234375,246.3460235595703,108.73055267333984,60.213470458984375
2018-05-05,,9858.150390625,816.1199951171875,,,
2018-05-06,,9654.7998046875,792.3109741210938,,,
2018-05-07,44.19661331176758,9373.009765625,753.7249755859375,247.17945861816406,108.55693054199219,60.871192932128906
2018-05-08,44.4090461730957,9234.8203125,752.8569946289062,247.17945861816406,108.45641326904297,61.145240783691406
2018-05-09,44.72174072265625,9325.1796875,752.2750244140625,249.56869506835938,107.80760955810547,62.58597946166992
2018-05-10,45.36144256591797,9043.9404296875,727.2769775390625,251.9022216796875,108.67565155029297,63.98756790161133
2018-05-11,45.18891143798828,8441.490234375,679.5859985351562,252.67092895507812,108.9498519897461,64.28811645507812
2018-05-12,,8504.8896484375,686.0479736328125,,,
2018-05-13,,8723.9404296875,733.4959716796875,,,
2018-05-14,45.083492279052734,8716.7900390625,730.5490112304688,252.7913055419922,108.37416076660156,64.72314453125
2018-05-15,44.67375183105469,8510.3798828125,708.8709716796875,251.0503387451172,107.14056396484375,64.6915054321289
2018-05-16,45.090667724609375,8368.830078125,707.0499877929688,252.10598754882812,106.72933959960938,64.8734359741211
2018-05-17,44.805538177490234,8094.31982421875,672.656982421875,251.89305114746094,106.19024658203125,64.76270294189453
2018-05-18,44.64258575439453,8250.9697265625,694.3670043945312,251.2633056640625,107.10398864746094,64.30393981933594
2018-05-19,,8247.1796875,696.530029296875,,,
2018-05-20,,8513.25,715.3690185546875,,,
2018-05-21,44.95888900756836,8418.990234375,699.2219848632812,253.15245056152344,107.15885925292969,65.0790786743164
2018-05-22,44.84626007080078,8041.77978515625,647.7410278320312,252.44863891601562,106.99437713623047,64.5728530883789
2018-05-23,45.1338005065918,7557.81982421875,583.5850219726562,253.14321899414062,107.77105712890625,64.97625732421875
2018-05-24,45.083492279052734,7587.33984375,601.7550048828125,252.6245574951172,108.63001251220703,63.48926544189453
2018-05-25,45.186519622802734,7480.14013671875,586.7340087890625,252.02267456054688,109.30620574951172,62.255401611328125
2018-05-26,,7355.8798828125,587.280029296875,,,
2018-05-27,,7368.22021484375,572.6680297851562,,,
2018-05-28,,7135.990234375,516.0360107421875,,,
2018-05-29,45.02357864379883,7472.58984375,565.3880004882812,249.1241912841797,111.70030212402344,62.02600860595703
2018-05-30,44.927734375,7406.52001953125,559.5900268554688,252.44863891601562,110.95104217529297,64.46212768554688
2018-05-31,44.77677536010742,7494.169921875,577.64501953125,250.9021453857422,110.76827239990234,64.2564926147461
2018-06-01,45.584285736083984,7541.4501953125,580.0430297851562,253.3654327392578,110.18299865722656,64.72314453125
2018-06-02,,7643.4501953125,591.8079833984375,,,
2018-06-03,,7720.25,618.3289794921875,,,
2018-06-04,45.96527099609375,7514.47021484375,592.9849853515625,254.5692596435547,109.38617706298828,64.04293823242188
2018-06-05,46.31989669799805,7633.759765625,609.302978515625,254.75454711914062,109.64261627197266,63.81356430053711
2018-06-06,46.48043441772461,7653.97998046875,607.1240234375,256.8844299316406,108.75420379638672,64.90506744384766
2018-06-07,46.35584259033203,7678.240234375,605.18701171875,256.85662841796875,109.8074722290039,65.55363464355469
2018-06-08,45.93411636352539,7624.919921875,601.0770263671875,257.61602783203125,109.47774505615234,66.12313079833984
2018-06-09,,7531.97998046875,597.56201171875,,,
2018-06-10,,6786.02001953125,526.47900390625,,,
2018-06-11,45.821495056152344,6906.919921875,533.2839965820312,257.9586181640625,109.27625274658203,65.7276382446289
2018-06-12,46.07308578491211,6582.35986328125,496.8429870605469,258.2919616699219,109.30372619628906,65.1897964477539
2018-06-13,45.69450759887695,6349.89990234375,477.4939880371094,257.46783447265625,109.24876403808594,64.47005462646484
2018-06-14,45.71846389770508,6675.35009765625,519.7420043945312,258.1160583496094,110.1555404663086,64.7706069946289
2018-06-15,45.248817443847656,6456.580078125,491.0039978027344,257.7867736816406,110.2562484741211,63.79774856567383
2018-06-16,,6550.16015625,499.6419982910156,,,
2018-06-17,,6499.27001953125,500.447998046875,,,
2018-06-18,45.224849700927734,6734.81982421875,518.8909912109375,257.2565612792969,110.1555404663086,63.924293518066406
2018-06-19,44.49403381347656,6769.93994140625,537.9569702148438,256.2704772949219,110.79666137695312,63.82938766479492
2018-06-20,44.68811798095703,6776.5498046875,536.2680053710938,256.70770263671875,109.8258056640625,63.63164520263672
2018-06-21,44.438934326171875,6729.740234375,527.3670043945312,255.0985107421875,110.40282440185547,63.030521392822266
2018-06-22,44.30952835083008,6083.68994140625,465.8169860839844,255.5635223388672,110.3936538696289,64.36723327636719
2018-06-23,,6162.47998046875,474.5199890136719,,,
2018-06-24,,6173.22998046875,457.6719970703125,,,
2018-06-25,43.650596618652344,6249.18017578125,460.30999755859375,252.08465576171875,110.64092254638672,63.07006072998047
2018-06-26,44.1921272277832,6093.669921875,432.7720031738281,252.6427459716797,110.79666137695312,63.78193283081055
2018-06-27,44.1274299621582,6157.1298828125,442.364990234375,250.5497283935547,111.84078216552734,64.62823486328125
2018-06-28,44.44850158691406,5903.43994140625,422.364990234375,251.98236083984375,111.86824798583984,64.83386993408203
2018-06-29,44.35506057739258,6218.2998046875,436.0090026855469,252.34507751464844,111.48361206054688,65.43499755859375
2018-06-30,,6404.0,455.17999267578125,,,
2018-07-01,,6385.81982421875,453.9179992675781,,,
2018-07-02,44.85104751586914,6614.18017578125,475.34698486328125,252.88461303710938,111.39635467529297,64.66777801513672
2018-07-03,44.06991958618164,6529.58984375,464.19500732421875,251.9916534423828,111.99305725097656,65.04743194580078
2018-07-04,,6597.5498046875,467.3179931640625,,,
2018-07-05,44.4245491027832,6639.14013671875,474.4119873046875,254.04733276367188,112.31433868408203,65.10279846191406
2018-07-06,45.04035186767578,6673.5,474.0119934082031,256.1961364746094,112.68153381347656,65.11861419677734
2018-07-07,,6856.93017578125,491.6600036621094,,,
2018-07-08,,6773.8798828125,489.1189880371094,,,
2018-07-09,45.66575241088867,6741.75,476.6820068359375,258.50299072265625,111.95631408691406,65.56945037841797
2018-07-10,45.61063766479492,6329.9501953125,434.42401123046875,259.4331970214844,111.9471435546875,66.17060089111328
2018-07-11,45.018795013427734,6394.7099609375,446.51800537109375,257.5355529785156,112.37860107421875,65.32426452636719
2018-07-12,45.7735710144043,6228.81005859375,430.0740051269531,259.8703918457031,112.36942291259766,65.40337371826172
2018-07-13,45.845462799072266,6238.0498046875,434.0270080566406,260.0750427246094,112.65396881103516,65.89375305175781
2018-07-14,,6276.1201171875,436.08599853515625,,,
2018-07-15,,6359.64013671875,449.8500061035156,,,
2018-07-16,45.74483108520508,6741.75,480.6579895019531,259.8424987792969,112.18582153320312,65.24517059326172
2018-07-17,45.874202728271484,7321.0400390625,501.00201416015625,260.8935852050781,111.97470092773438,65.10279846191406
2018-07-18,45.622615814208984,7370.77978515625,480.51300048828125,261.4424743652344,111.52489471435547,65.03162384033203
2018-07-19,45.97724533081055,7466.85986328125,469.6189880371094,260.4563903808594,112.23169708251953,64.86551666259766
2018-07-20,45.8718147277832,7354.1298828125,450.697998046875,260.1588134765625,110.85476684570312,64.3830337524414
2018-07-21,,7419.2900390625,462.4360046386719,,,
2018-07-22,,7418.490234375,459.6570129394531,,,
2018-07-23,45.91254806518555,7711.10986328125,450.8529968261719,260.64251708984375,109.48698425292969,64.3830337524414
2018-07-24,46.2456169128418,8424.26953125,479.37298583984375,261.95404052734375,109.86334228515625,65.6564712524414
2018-07-25,46.68171691894531,8181.39013671875,472.4930114746094,264.1865539550781,109.68890380859375,66.11522674560547
2018-07-26,46.535560607910156,7951.580078125,464.0369873046875,263.56329345703125,109.47779083251953,66.62932586669922
2018-07-27,45.7615966796875,8165.009765625,469.6659851074219,261.77734375,109.661376953125,64.79432678222656
2018-07-28,,8192.150390625,466.89801025390625,,,
2018-07-29,,8218.4599609375,466.6650085449219,,,
2018-07-30,45.50520324707031,8180.47998046875,457.08099365234375,260.4098815917969,109.28504943847656,64.6519546508789
2018-07-31,45.59626007080078,7780.43994140625,433.86700439453125,261.6935729980469,109.8817367553711,64.47005462646484
2018-08-01,48.2823371887207,7624.91015625,420.74700927734375,261.25634765625,108.98654174804688,63.58417892456055
2018-08-02,49.69367218017578,7567.14990234375,412.6210021972656,262.6795959472656,109.1429214477539,63.204532623291016
2018-08-03,49.837440490722656,7434.39013671875,418.2619934082031,263.8051452636719,109.68573760986328,63.43390655517578
2018-08-04,,7032.85009765625,407.25201416015625,,,
2018-08-05,,7068.47998046875,410.5159912109375,,,
2018-08-06,50.09621810913086,6951.7998046875,406.6579895019531,264.77252197265625,109.75016021728516,63.41808319091797
2018-08-07,49.62656784057617,6753.1201171875,380.2149963378906,265.64697265625,109.17975616455078,64.28021240234375
2018-08-08,49.660118103027344,6305.7998046875,356.6130065917969,265.53533935546875,109.29011535644531,63.85310363769531
2018-08-09,50.05070114135742,6568.22998046875,365.5880126953125,265.17254638671875,110.21014404296875,63.52881622314453
2018-08-10,49.901615142822266,6184.7099609375,334.1759948730469,263.39593505859375,111.01055908203125,63.464881896972656
2018-08-11,,6295.72998046875,322.11199951171875,,,
2018-08-12,,6322.68994140625,319.57000732421875,,,
2018-08-13,50.22382354736328,6297.56982421875,286.4949951171875,262.4098815917969,110.78055572509766,62.77765655517578
2018-08-14,50.435428619384766,6199.7099609375,278.9320068359375,264.084228515625,110.53215789794922,62.577884674072266
2018-08-15,50.553245544433594,6308.52001953125,282.364013671875,262.1121520996094,111.17618560791016,61.48311233520508
2018-08-16,51.29384994506836,6334.72998046875,288.0459899902344,264.2330017089844,111.1669921875,62.330169677734375
2018-08-17,52.31818389892578,6580.6298828125,315.72900390625,265.1632385253906,111.30496978759766,62.537925720214844
2018-08-18,,6423.759765625,295.81201171875,,,
2018-08-19,,6506.06982421875,300.8340148925781,,,
2018-08-20,51.80842208862305,6308.52978515625,274.31500244140625,265.7306823730469,112.05020904541016,62.97743606567383
2018-08-21,51.70742416381836,6488.759765625,281.9440002441406,266.35394287109375,111.67298889160156,62.99341583251953
2018-08-22,51.7098274230957,6376.7099609375,271.34100341796875,266.19580078125,112.1146011352539,63.89640426635742
2018-08-23,51.81563186645508,6534.8798828125,277.10400390625,265.8423156738281,112.2894287109375,63.19319534301758
2018-08-24,51.97673797607422,6719.9599609375,282.9670104980469,267.4422912597656,112.51022338867188,63.624725341796875
2018-08-25,,6763.18994140625,279.64599609375,,,
2018-08-26,,6707.259765625,275.1969909667969,,,
2018-08-27,52.404762268066406,6884.64013671875,285.6029968261719,269.5538024902344,111.86620330810547,64.24800872802734
2018-08-28,52.82795715332031,7096.27978515625,296.4989929199219,269.6839904785156,111.19457244873047,64.15213012695312
2018-08-29,53.61664962768555,7047.16015625,289.31201171875,271.13519287109375,111.341796875,64.61561584472656
2018-08-30,54.10957717895508,6978.22998046875,284.1050109863281,270.03753662109375,111.58101654052734,64.3359146118164
2018-08-31,54.734764099121094,7037.580078125,283.0039978027344,270.04681396484375,111.32341003417969,64.06420135498047
2018-09-01,,7193.25,295.34100341796875,,,
2018-09-02,,7272.72021484375,294.3710021972656,,,
2018-09-03,,7260.06005859375,289.2590026855469,,,
2018-09-04,54.9102897644043,7361.66015625,285.7229919433594,269.58172607421875,110.67977142333984,64.16011810302734
2018-09-05,54.552005767822266,6792.830078125,232.33099365234375,268.8561096191406,110.38471221923828,65.01515197753906
2018-09-06,53.64550018310547,6529.169921875,230.21499633789062,268.04693603515625,110.79039764404297,64.29595184326172
2018-09-07,53.212684631347656,6467.06982421875,217.2030029296875,267.5260009765625,109.84988403320312,65.39073181152344
2018-09-08,,6225.97998046875,197.9510040283203,,,
2018-09-09,,6300.85986328125,196.9239959716797,,,
2018-09-10,52.49852752685547,6329.7001953125,197.07899475097656,267.99114990234375,110.25564575195312,65.29483032226562
