Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,1.000614,1.002052,1.000608,1.001916,1.001916,60509986287
2021-01-02,1.001888,1.001991,0.999541,1.000600,1.000600,87333964442
2021-01-03,1.000427,1.001902,0.999169,1.000514,1.000514,120425679796
2021-01-04,1.000500,1.002994,0.999430,1.000128,1.000128,125906387011
2021-01-05,1.000174,1.002832,0.999844,1.002202,1.002202,101918715244
2021-01-06,1.002229,1.002825,0.999568,1.001528,1.001528,116105139289
2021-01-07,1.001448,1.002573,0.999070,1.000400,1.000400,129467601516
2021-01-08,1.000365,1.001178,0.999135,1.000045,1.000045,131555961745
2021-01-09,1.000014,1.003157,0.999637,1.002947,1.002947,103292241007
2021-01-10,1.002924,1.002926,0.998540,1.000223,1.000223,135437984723
2021-01-11,1.000252,1.001090,0.993953,1.000587,1.000587,180779058885
2021-01-12,1.000592,1.001289,0.999028,1.000414,1.000414,117509616511
2021-01-13,1.000491,1.001060,0.999226,1.000017,1.000017,98217076295
2021-01-14,1.000020,1.000870,0.998922,0.998964,0.998964,97567813514
2021-01-15,0.998977,1.000167,0.998564,0.999845,0.999845,112214718054
2021-01-16,0.999835,1.001532,0.999424,1.000195,1.000195,101603530718
2021-01-17,1.000227,1.000723,0.999212,1.000414,1.000414,91132972168
2021-01-18,1.000412,1.001132,0.999841,1.000804,1.000804,81024209658
2021-01-19,1.000769,1.002276,1.000092,1.000436,1.000436,103734629698
2021-01-20,1.000413,1.000855,0.998861,1.000686,1.000686,115893865966
2021-01-21,1.000697,1.000819,0.998144,0.999696,0.999696,125636003892
2021-01-22,0.999754,1.001611,0.999260,1.001350,1.001350,121548669235
2021-01-23,1.001362,1.001907,1.000480,1.000555,1.000555,80722167203
2021-01-24,1.000555,1.003127,1.000276,1.001417,1.001417,84413124756
2021-01-25,1.001454,1.002070,0.999651,0.999971,0.999971,101158851200
2021-01-26,0.999953,1.001826,0.999916,1.001081,1.001081,101647526020
2021-01-27,1.001102,1.002204,1.000407,1.001764,1.001764,105901637306
2021-01-28,1.001774,1.002336,1.000765,1.001543,1.001543,104090387181
2021-01-29,1.001297,1.003223,1.000008,1.000486,1.000486,183670639698
2021-01-30,1.000483,1.001333,0.999911,1.001243,1.001243,115648742489
2021-01-31,1.001220,1.001312,1.000262,1.000808,1.000808,101327508212
2021-02-01,1.000838,1.001162,0.999698,1.000645,1.000645,117812471778
2021-02-02,1.000645,1.001785,1.000367,1.001427,1.001427,112355343051
2021-02-03,1.001389,1.002326,1.000786,1.001013,1.001013,106216534834
2021-02-04,1.000989,1.001532,1.000509,1.000804,1.000804,130071476669
2021-02-05,1.000788,1.001574,0.999962,1.000131,1.000131,116242339499
2021-02-06,1.000127,1.002163,1.000068,1.001129,1.001129,121039422025
2021-02-07,1.001124,1.001482,1.000308,1.001211,1.001211,130348566847
2021-02-08,1.001241,1.003143,1.000291,1.001044,1.001044,156718232410
2021-02-09,1.001082,1.002882,1.000438,1.001232,1.001232,155577364901
2021-02-10,1.001268,1.001703,1.000323,1.000722,1.000722,167294523848
2021-02-11,1.000701,1.001316,1.000240,1.000367,1.000367,144658901916
2021-02-12,1.000467,1.001843,1.000150,1.001692,1.001692,147107216422
2021-02-13,1.001702,1.002065,0.999940,1.000828,1.000828,153120142052
2021-02-14,1.000803,1.001228,1.000118,1.000746,1.000746,138353850761
2021-02-15,1.000787,1.000993,0.999694,1.000250,1.000250,162693579145
2021-02-16,1.000263,1.000596,0.999411,1.000403,1.000403,141032763591
2021-02-17,1.000341,1.001272,0.999803,1.000370,1.000370,139150324868
2021-02-18,1.000362,1.000788,0.999531,1.000019,1.000019,94966568287
2021-02-19,1.000045,1.000698,0.999191,1.000201,1.000201,113649609569
2021-02-20,1.000228,1.000535,0.999496,1.000068,1.000068,137486320908
2021-02-21,1.000080,1.000825,0.999766,1.000332,1.000332,102446076715
2021-02-22,1.000312,1.000473,0.998978,1.000111,1.000111,169690403440
2021-02-23,1.000168,1.000542,0.997413,1.000032,1.000032,195964923867
2021-02-24,0.999995,1.000882,0.999538,1.000757,1.000757,129007383618
2021-02-25,1.000746,1.001207,0.999795,1.000149,1.000149,105464333625
2021-02-26,1.000075,1.000379,0.998726,0.999994,0.999994,124624106848
2021-02-27,0.999960,1.001311,0.999374,1.001178,1.001178,94710037977
2021-02-28,1.001221,1.002484,1.000833,1.002115,1.002115,106489914975
2021-03-01,1.002087,1.002332,1.000409,1.000409,1.000409,96252860017
2021-03-02,1.000418,1.001062,1.000292,1.001022,1.001022,92797362841
2021-03-03,1.001040,1.001099,0.999978,1.000417,1.000417,94786928488
2021-03-04,1.000398,1.000859,0.999590,1.000074,1.000074,103244765110
2021-03-05,1.000052,1.000922,0.999839,1.000819,1.000819,87483469989
2021-03-06,1.000782,1.000951,0.999282,1.000190,1.000190,66739320404
2021-03-07,1.000127,1.000597,1.000005,1.000318,1.000318,70107811561
2021-03-08,1.000313,1.000787,1.000141,1.000432,1.000432,88859705060
2021-03-09,1.000419,1.000842,1.000121,1.000668,1.000668,95447392493
2021-03-10,1.000681,1.000949,1.000199,1.000526,1.000526,94996172814
2021-03-11,1.000600,1.000694,0.999932,1.000583,1.000583,93576067866
2021-03-12,1.000554,1.000699,0.999881,1.000343,1.000343,99392797660
2021-03-13,1.000362,1.000780,0.999286,0.999845,0.999845,105301861825
2021-03-14,0.999830,1.000343,0.999474,0.999791,0.999791,83527066354
2021-03-15,0.999835,1.001019,0.999406,1.000374,1.000374,110958014435
2021-03-16,1.000359,1.000723,0.999216,1.000058,1.000058,101176062799
2021-03-17,1.000037,1.002317,0.999083,0.999083,0.999083,94297363539
2021-03-18,0.999031,1.001469,0.998700,1.000925,1.000925,87360030730
2021-03-19,1.000968,1.004073,1.000395,1.002632,1.002632,78992617747
2021-03-20,1.002766,1.004104,1.001610,1.002230,1.002230,78910215980
2021-03-21,1.002264,1.002932,0.999538,1.001280,1.001280,75434025575
