,username,text,hashtags,created_at,date,hour,,,,,
1850,1.40955132672443E+018,CONTINUE STREAMING!!!We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1851,1.10584905079489E+018,Congratulations Mikel and Jonas | News |,[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1852,443135599,New COVID-19 Study:Indirect and Direct Effects of SARS-CoV-2 on Human Pancreatic IsletsRead full article (free):,"['COVID19', 'diabetes']",2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1853,1.1696232238786E+018,"One Major Side Effect of an Unhealthy Diet for Women, Says Science ://","['vegetables', 'healthyeating', 'mentalhealth', 'diet', 'unhealthy', 'healthy', 'news']",2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1854,1.22614794110821E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1855,8.70720680416887E+017,Breaking News: Harvard Students Slam Autism Awareness Panel as Violently Ableist,[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1856,1.49253342464882E+018,"Good news, guys! There is a crypto project that can make you excited!Street Art NFTs by world renowned street artists.9 Industry leaders renowned globally and experienced partnersDoxxed KYC TeamContact: xB840d10D840eF47c233FEC1fd040F5B145a6DfA5 Check out !",[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1857,1.35485540561315E+018,"What about your health and adverse effects from the Vaccines? Full Hearing, US Senators Ron Johnson's official government website. US SENATE EXTRACTS JAN . Senator Ron Johnson presiding, highly qualified Doctors on Vaccines, early treatment &amp; more.",[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1859,134890683,should be working on BILLS that counteract this Abortion Bill with ones that enforce MEN who father children are more Financially responsible along with BILLS that encourage programs for after the fetus is born.,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1860,355458302,The seed of democracys destruction,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1861,1.50674250923349E+018,by to come out soon in a few days !! i just know that will be an absolute no skip album too,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1862,1.43237997944721E+018,Thats good news. LCP being added back?,['SAFEMOON'],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1863,18921638,Roosevelt Island Daily News Right Now -,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1864,11855772,"Belarusian court sentences the girlfriend of a dissident detained after their commercial flight was forced to land in Belarus last year, to years in prison for inciting social hatred, rights group says.",[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1865,1.312409159242E+018,"Your government, and the sheep that willingly advocated for it.",[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1866,4201587983,Rounding off another TopQuality week of Mix Variety .. Through the Gaps! - Newlyn Fishing News: First in May.: At / Nationwide!,"['FreshCornish', 'Seafood', 'FishyFriday', 'Fishmongers', 'Restaurants']",2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1868,1.31348080662771E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1869,1.48360921415307E+018,"The current market:Good numbers/news we go up. Doesn't fit bear recession rhetoric, increase short algos anyways.",[],2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1870,115121645,Former Penn State basketball mainstay John Harrar is set to appear as a tight end with the Philadelphia Eagles this weekend.Story:,[],2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1871,14570525,Q from Fareed Zakaria: Why is the United States exceptionally polarized?A: Fox NewsIts not that tough a question to answerThis has been another edition of simple answers to simple questions,[],2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1872,2940538980,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1873,1.00870247918436E+018,"This week we launched cybersecurity's first digital executive protection channel partner program. Now , and can better protect their customers from by protecting the personal digital lives of their key personnel.","['resellers', 'MSPs', 'MSSPs', 'cyberattack']",2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1874,633654579,Sex Ed Critical In Preventing Teen Pregnancy Read more:,[],2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1875,2554428824,Man rushed to hospital with head injury after fight breaks out in major street,[],2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1876,1.51895268582698E+018,I am so tired of this fucking dumb ass woke crap! Eggs come from ovaries but heres a news flash...... ovaries are only found in WOMEN! Who gives a shit about being more inclusive!,[],2022-05-06T12:24:59.000Z,2022-05-06,12,,,,,
1877,20517043,"Today Mike Murphy was elected for the at NorthThe party continues to beat the Tories in , with more seats still to be declared here:","['BurnhamonSea', 'Somerset', 'LocalElections2022', 'SomersetVotes']",2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1878,2980507187,Rudy Giuliani cancels scheduled appearance before Jan. panel,[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1879,1542355260,Thats old news mate!,[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1880,1.43353631392847E+018,"This is why GB News is hammering talk TV, you are pandering to your US audience too much.",[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1881,707494670,officials repair track damage ahead of practice via,"['MiamiGP', 'F1']",2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1882,1.49736523561063E+018,"The situation in the Luhansk region is difficult, but under control. Heavy fighting is going on in almost all directions. The hardest, hottest now is in the direction of and .","['Voevodovka', 'Popasna', 'Ukraine', 'Europe', 'StopRussia', 'StandWithUkraine']",2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1883,1.30225804184121E+018,Fake news,[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1884,14945226,"Copper, aluminium, other metals crash on Chinese Covid curbs",[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1885,2903808658,Keir Starmer WILL be investigated over 'beergate' via,[],2022-05-06T12:24:58.000Z,2022-05-06,12,,,,,
1886,9.29342176215163E+017,The UK just lost a legal challenge after the courts found that it acted unlawfully when they sent Covid patients from hospitals into care homes and we have s brewing PPE scandal involving millions of pounds.,[],2022-05-06T12:24:57.000Z,2022-05-06,12,,,,,
1887,8.98636943872975E+017,"Certainly, with running hot and valuations in equities running high, it is only natural to compare todays financial markets to the s era. Remember the nifty fifty? Think stocks today...check the post for a where are they now?","['inflation', 'FAANG']",2022-05-06T12:24:57.000Z,2022-05-06,12,,,,,
1888,1.2776477240417E+018,"Im against the leak, in the sense that in general people shouldnt leak, and I dont think the leaker should be spared the consequences of their decision to leak. Otherwise, I dont give a shit how we know, or why, or whatever. We know its a legit document, thats bigger news",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1889,1.50674250923349E+018,by to come out soon in a few days !! i just know that will be an absolute no skip album too,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1890,1.01105708738692E+018,Murdoch owes his soul to Putin indeed. His competitor was murdered!,[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1891,1.51390202923571E+018,"this is the trending news, bastards,,,,",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1892,93040337,"House price boom is over as economic turmoil bites, warns Halifax - The Telegraph",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1893,1.49251156713667E+018,"Did you review the stats pre-jab? the offical stats not the ones where covid was mentioned. This aside, you have jabbed and boosted people over the course of the last m, so what benefit has the jab brought on the basis of your statistics? Looks like",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1894,1.42116630530721E+018,". . . other reasons, like surgery, but tested positive when they were admitted . . . relatively few Covid patients have needed intensive care recently."" (NYT article, /6/2022).",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1896,1173756973,Karine Jean-Pierre to become first Black and out-LGBTQ White House press secretary - CNN Politics,[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1897,1.47264744417336E+018,"Its highly likely a very sad coincidence. This is a systematic review and meta-analysis of studies. No association between covid vaccines and still birth, or any other negative pregnancy outcomes, was found.",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1898,1.45923667915627E+018,Saudi authorities concealing abuses in migrant centres amid wave of arrests,[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1899,15253782,McColl's appoints administrators but Asda co-owners expected to agree rescue - Sky News,[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1900,1.52210293914545E+018,"There all over the place do some googling lol. or do you only like positive news. Why do U think Im on here. Looking for the small crumbs of truth. Guess what, its being harder and harder from the Ukrainian side. Dont be to worried. Turkey isnt directly effects. Yet",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1901,476648333,"Who wouldn't want to be in any of these Super Teams in the super race of the year! Wonderful news Ian is joining in too, it has been lovely to see all the updates on those involved! Im yet to be signed up, but I dont want to miss this, not this year...",[],2022-05-06T12:24:56.000Z,2022-05-06,12,,,,,
1902,1.25766887033003E+018,I can envision Dr. Sam Beckett making a appearance on the reboot - The original Beckett actor should return to a reboot of Star Trek Enterprise with a New crew members (He time traveled forward by a hundred year),[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1903,887253205,Morning Headlines: Why has Rochester Public Schools struggled to hire more teachers of color?,[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1904,1.05688726528304E+018,What you want to announce makes people is a project that will benefit people.,[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1905,39088127,Fake news,[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1906,2238838670,"as I said, the people don't forget! This is all you and your teams doing.",[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1907,243162693,All is revealed here...,[],2022-05-06T12:24:55.000Z,2022-05-06,12,,,,,
1908,1.52147314080667E+018,Solana and Moonbirds help NFT market reach $6.3B monthly trading volume: Report,"['Solana', 'SolanaGiveaway', 'CryptoNews']",2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1909,4922173642,"In other breaking news, bat vtuber morphi was spotted fleeing the scene of the robbery with over dozen donuts",[],2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1910,1.4479167376185E+018,More info:,[],2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1911,1.50683791093433E+018,Get well soon. Doctor is addicted to covid together.,"['JimmyGetsWellSoon', 'JimmySea']",2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1912,45345052,Listen Here: Nasa Mixes Haunting Sound Of A Black Hole. Netizens Call It Horror MovieSoundtrack,[],2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1913,2947208470,Mr bryson the loyalist terrorist propagandist / Nazi lover,[],2022-05-06T12:24:54.000Z,2022-05-06,12,,,,,
1914,1.50340671683846E+018,"BBC News, I assumed that Whoopi was going be the new press secretary.",[],2022-05-06T12:24:53.000Z,2022-05-06,12,,,,,
1916,1.44789509205277E+018,"tbh, though, the one real permanent life change I've made since the Covid is spending a lot more time outside - I always liked national parks, but now I hike and bird every weekend and socialize outside in good weather. And this has made me appreciate places like SD.",[],2022-05-06T12:24:53.000Z,2022-05-06,12,,,,,
1917,265652472,The same Durham police,[],2022-05-06T12:24:53.000Z,2022-05-06,12,,,,,
1918,32536369,is dead or not? You're the only one we trust to break news,['kevinsamuels'],2022-05-06T12:24:53.000Z,2022-05-06,12,,,,,
1919,239575224,"If your jokes are only at the expense of someone elses flaws, youre not funny. Sorry to be the bearer of bad news.",[],2022-05-06T12:24:53.000Z,2022-05-06,12,,,,,
1920,515307310,So Where's this AR advisor? I have some news for him/her,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1921,1.50674250923349E+018,by to come out soon in a few days !! i just know that will be an absolute no skip album too,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1922,160225737,happy the buzz is about gains and losses and not covid infections,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1923,1.02800115351727E+018,New Research Report: FAT Brands Inc. (FAT) - All Together Now - Q22 Results$FAT ://,"['EquityResearch', 'Investing', 'SmallCaps', 'Restaurants']",2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1924,1.51358514453534E+018,"You would want to have a look at the newest platform, for the most recent stories in the continent on","['Crypto', 'Blockchain', 'Web3']",2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1925,1.48488442267145E+018,"Minecraft Berry Good Mod (1.16.5, ) Improve Berries in Simple Ways - Minecraft Alpha ://","['Minecraft', 'gamingnews', 'latestgamingnews', 'news', 'Latestnews', 'a2zgamingnews']",2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1926,1.42790564251844E+018,Booked my first vacation since COVID,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1927,92240078,There are three McColl's stores in Tameside.,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1928,1.51608523154715E+018,Fake news,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1929,331803536,NEW: Istanbul is being squeezed in a clash between Turkey's government and the opposition-run municipality. reports:,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1930,1.51388875106329E+018,Listen Here: Nasa Mixes Haunting Sound Of A Black Hole. Netizens Call It Horror MovieSoundtrack,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1931,111619222,Interesting nugget from the 's IG report about the IRS backlog: FreeFile returns dropped % in '22 compared to '21.,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1932,1.32442478363163E+018,But it's not Socialism that Kentucky is number in federal assistance funny how that works.Student loan forgiveness: McConnell decries 'student loan socialism' as Biden mulls move via,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1933,501087385,Nearly million people died in COVID-19 pandemic: WHO via,[],2022-05-06T12:24:52.000Z,2022-05-06,12,,,,,
1934,412474587,The have no specialists left. Anyone coming to will be killed.,"['Russians', 'Ukraine', 'StandUpForUkraine', 'RussiaIsBurning']",2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1935,1.48805415910228E+018,"per cent of European companies are considering shifting current or planned investments out of China due to Covid-19 controls, a new survey shows",[],2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1936,1.3547978382789E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1937,8.43895320773722E+017,"One Major Side Effect of Taking Your Medication With Coffee, New Study Says ://","['news', 'coffee', 'healthy', 'healthyeating', 'bodyhealth']",2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1938,619654828,"Friday greetings everyone! Its been one helluva week, so I have especially looked forward to today. I hope you can take a break from the soul-crushing news of the week &amp; find something to celebrate. Be kind, unwind, &amp; have peace of mind, alrighty? Carpe weekendm, friends!",[],2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1939,2331981374,"May's EQ Bulletin is out today! This month, we report on the Financial Conduct Authority's Primary Market Bulletin , which announces the removal of temporary financial reporting extensions introduced due to the COVID-19 pandemic.",[],2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1940,29792567,Why are you giving the mouthpiece of the UVF so much say hes a non-entity in the real world. Jumped up little twerp.,[],2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1941,88037505,High-rises to harmonica houses: The places North Koreans call home in photos | NK News,[],2022-05-06T12:24:51.000Z,2022-05-06,12,,,,,
1942,1.49135124635529E+018,"Hello, gmCPOS has great news lately % completed % completed &amp; soonStep by step getting more stronger, are you ready to take this opportunity!CposBtc","['movetoearn', 'cpospad', 'newlisting', 'staking', 'hodl', 'loading']",2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1943,1911287796,Oregon Schools add menstrual products to boy's bathrooms,[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1944,9.37732478826984E+017,"Entertainment Tollywood May Hyderabad court stop ... Entertainment, Tollywood. Hyderabad court stops screening of RGV's film over pending dues.",[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1945,86885325,"$NNRX News! The Plant, a NutraNomics Company, Hosts Cannabis Industry Leaders At Its Flagship Facility $PG $MRK $MYL $VRX $VRTX $BIIB $BMY $JNJ $CELG $AKRX $REGN $JNJ $PFE $GSK $LLY $ABT $SNY $NVO $NVS $WBA $RAD $HLF $CJJD $GNC $DPLO",[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1946,1.49938261546756E+018,"Ukraine says new Mariupol evacuation has begun, despite reports of fighting - Reuters",[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1947,1.47766975773853E+018,Not one single school in CT forced a child to get vaccinated. There are tons of kids at my son's school who did not get the covid vax. You're being delusional.,[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1948,8.08411840590086E+017,"Alexa: ""show me an example of a hissy fit""",[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1949,1.27346749164642E+018,Nothing like giving money away but you cant pay or hire employees because you say its not in the budget,[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1950,1.40955132672443E+018,CONTINUE STREAMING!!!We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1951,1.10584905079489E+018,Congratulations Mikel and Jonas | News |,[],2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1952,443135599,New COVID-19 Study:Indirect and Direct Effects of SARS-CoV-2 on Human Pancreatic IsletsRead full article (free):,"['COVID19', 'diabetes']",2022-05-06T12:24:50.000Z,2022-05-06,12,,,,,
1953,1.1696232238786E+018,"One Major Side Effect of an Unhealthy Diet for Women, Says Science ://","['vegetables', 'healthyeating', 'mentalhealth', 'diet', 'unhealthy', 'healthy', 'news']",2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1954,1.22614794110821E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1955,8.70720680416887E+017,Breaking News: Harvard Students Slam Autism Awareness Panel as Violently Ableist,[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1956,1.49253342464882E+018,"Good news, guys! There is a crypto project that can make you excited!Street Art NFTs by world renowned street artists.9 Industry leaders renowned globally and experienced partnersDoxxed KYC TeamContact: xB840d10D840eF47c233FEC1fd040F5B145a6DfA5 Check out !",[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1957,1.35485540561315E+018,"What about your health and adverse effects from the Vaccines? Full Hearing, US Senators Ron Johnson's official government website. US SENATE EXTRACTS JAN . Senator Ron Johnson presiding, highly qualified Doctors on Vaccines, early treatment &amp; more.",[],2022-05-06T12:24:49.000Z,2022-05-06,12,,,,,
1959,134890683,should be working on BILLS that counteract this Abortion Bill with ones that enforce MEN who father children are more Financially responsible along with BILLS that encourage programs for after the fetus is born.,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1960,355458302,The seed of democracys destruction,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1961,1.50674250923349E+018,by to come out soon in a few days !! i just know that will be an absolute no skip album too,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1962,1.43237997944721E+018,Thats good news. LCP being added back?,['SAFEMOON'],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1963,18921638,Roosevelt Island Daily News Right Now -,[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1964,11855772,"Belarusian court sentences the girlfriend of a dissident detained after their commercial flight was forced to land in Belarus last year, to years in prison for inciting social hatred, rights group says.",[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1965,1.312409159242E+018,"Your government, and the sheep that willingly advocated for it.",[],2022-05-06T12:24:48.000Z,2022-05-06,12,,,,,
1966,4201587983,Rounding off another TopQuality week of Mix Variety .. Through the Gaps! - Newlyn Fishing News: First in May.: At / Nationwide!,"['FreshCornish', 'Seafood', 'FishyFriday', 'Fishmongers', 'Restaurants']",2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1968,1.31348080662771E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1969,1.48360921415307E+018,"The current market:Good numbers/news we go up. Doesn't fit bear recession rhetoric, increase short algos anyways.",[],2022-05-06T12:24:47.000Z,2022-05-06,12,,,,,
1970,581925491,Its a global problem due to covid,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1971,1.2644106034744E+018,We are waiting by will be out on May th! This amazing song is in their new masterpiece minisode :,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1972,1450335972,Here is the monthly view of COVID in Tennessee and Knox County.,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1973,17282561,"First Friday of the month means its time for the Friday Food Show on at am. is talking food news, while , and I will be discussing our favorite Latinx spots around the city, like new Crossroads spot.",['tunein'],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1974,909080413,. A visionary and strategic investment for Ohio! via,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1975,1.50973405680788E+018,Number in news though.,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1976,2468183888,Follow for more interesting news!,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1977,8.46501404583842E+017,That was ABC. HERE'S ANOTHER ON,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1978,853869715,Bad is news is also bad news,[],2022-05-06T12:27:59.000Z,2022-05-06,12,,,,,
1979,1.13149703346918E+018,Will be interesting too see if Wall Street remember this or if they sell on the news. The headlines will off course be bad.,[],2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1980,147827317,"Stocks fall to session lows in final hour of trading, Dow tumbles more than points",[],2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1981,1.24093988786122E+018,The current DOH COVID-19 bulletin is a travesty of data visualization and infographics in what insights it chooses to hide from the Philippine population. Disgusting.The end of the pandemic is far from sight.,[],2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1982,9.30145429223813E+017,"The Best Eating Habits to Live Longer, New Study Reveals ://","['bodyhealth', 'news', 'aging', 'tips', 'food', 'nutrition', 'healthtips']",2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1983,2834842125,Follow for more interesting news!,[],2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1984,1.24496068000184E+018,"BOBBIE &amp; ROY GOMER of Willow Grove, Pennsylvania, died of COVID on May &amp; , .""Married years, and died within hours of each other...Wishing we could have held their hand and provided the same comfort they gave to us through a lifetime of love.""",[],2022-05-06T12:27:58.000Z,2022-05-06,12,,,,,
1985,1.24093988786122E+018,"The NDRRMC has STOPPED reporting on Contact Tracing. A sad reality.There's a data crisis in DOH. The continuing data problem on deaths &amp; recoveries is a travesty. Many cases have been purged off the COVID census, &amp; many recoveries have been revised as active, died, or removed.",[],2022-05-06T12:27:57.000Z,2022-05-06,12,,,,,
1986,9.78828212649284E+017,"This is the only news site reporting this, and it's behind a pay wall",[],2022-05-06T12:27:57.000Z,2022-05-06,12,,,,,
1987,1.47814228357692E+018,Yeah. I literally started my YouTube channel yesterday before I heard the news. I'm going in on thots in the name of The Godfather. RIP Kevin.,[],2022-05-06T12:27:57.000Z,2022-05-06,12,,,,,
1988,3028593857,Yes sad news. Hopefully the staff will find new roles soon.,[],2022-05-06T12:27:57.000Z,2022-05-06,12,,,,,
1989,554775443,"A solar entrepeneur reflects on a tough, weird time: ""A lot of companies like ours have been giving to the industry, literally just giving our hearts and souls and everything to it because we believe in it.""","['Solar', 'cleanenergy']",2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1990,1.19369807357224E+018,Fuji Pop Artiste Okiki Bright Releases New Single Oh My God via Business News,[],2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1991,1.50674250923349E+018,by to come out soon in a few days !! i just know that will be an absolute no skip album too,"['GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'Thursdays_Child', 'TXT_GBGB']",2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1992,2925918775,"SC: When a policy decision is not challenged, the consequence of such closure cannot ordinarily be subject matter of a grievance [Read Judgment]","['Law', 'Latest', 'LatestLaws', 'LegalNews', 'India', 'IndianNews', 'News', 'Legal', 'SupremeCourt', 'policy']",2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1993,8.46322756647973E+017,"Not really. More people will watch free to air on Seven, Nine and the Sky News has much better internet coverage. Both Labor &amp; Libs know that fair questions on policy by these media organisations lead to better participation by the audience so they can get their message across.",[],2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1994,1.32492179821595E+018,"Surafeal Mearig, the three-month-old baby, was sent home from hospital as he had been gaining weight but then there was not enough food at home and he died on January.""",['SaveTigrayChildren'],2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1995,15610400,COVID-19 impact: Worcester school officials differ on mental health staffing needs,[],2022-05-06T12:27:56.000Z,2022-05-06,12,,,,,
1996,433692081,This is what a black hole sounds like,[],2022-05-06T12:27:55.000Z,2022-05-06,12,,,,,
1999,1077644101,The latest Love my Pets The Daily News Index! Thanks to,"['dogs', 'cats']",2022-05-06T12:27:54.000Z,2022-05-06,12,,,,,
2000,4643646492,The family of a -year-old boy who was allegedly assaulted with a paddle at a river park by a woman have hit out at police for failing to take firm action.,[],2022-05-06T12:27:54.000Z,2022-05-06,12,,,,,
2001,1.13731727846955E+018,"Some people maybe say its my fault, he said of putting three conservative justices on the Supreme Court during an appearance Wednesday on the Christian Broadcast Network. And some people say, thank you very much.",[],2022-05-06T12:27:54.000Z,2022-05-06,12,,,,,
2002,1489983709,Tears grips my heart knowing how hard Ive struggled to find a legit trader.I never wanted to do this but Ill be guilty if I dont share this good news to people he is the best trader Ive ever know. Thanks for helping me and I will forever be grateful to you,[],2022-05-06T12:27:54.000Z,2022-05-06,12,,,,,
2003,178674627,Search for missing -year-old Saskatchewan boy enters th day | CBC News,[],2022-05-06T12:27:54.000Z,2022-05-06,12,,,,,
