,username,text,hashtags,created_at,date,hour,,,,,
4228,199280328,Fcel and some news about carbon capture and exxon mobile Ha ha ha I hope t h e y get caught in their own bull trap too funny,[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4229,920414875,"personally i think they need to pay reparations to blacks that got economically crippled with apartheid in USA, asians american victims of COVID discrimination. Don't forget the native americans. Free money for non-whites!",[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4230,1049560369,Maple syrup industry experiencing a gap in sap,[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4231,1.27649563352075E+018,"Kumkum Bhagya, Latest Episode th May Written Update, Ranbir Knows PrachisSecret",[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4232,1.51868041436955E+018,"Pfizer vaxx:-12% efficacy?-1,200 deaths?-42k (at least) side effects? (I'm one of those)-COVID-19 vaccine and treatment sales helped Pfizer breeze past Wall Street's first-quarter expectations, as the drugmaker's profit grew %.NO MORE. EVER.",[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4233,1.52148944429723E+018,"Figured Out what, That Piggy is a rip off of Granny and Piggy Sucks Dick?",[],2022-05-06T13:58:53.000Z,2022-05-06,13,,,,,
4234,47759102,Is it COVID or is it seasonal allergies? The annual spring/fall game!,[],2022-05-06T13:58:52.000Z,2022-05-06,13,,,,,
4235,107120201,JUST ANNOUNCED: Veteran award-winning journalist to anchor Reports at p.m. ET beginning on May More:,[],2022-05-06T13:58:52.000Z,2022-05-06,13,,,,,
4236,409653528,Are COVID surges becoming more predictable? New Omicron variants offer a hint,[],2022-05-06T13:58:52.000Z,2022-05-06,13,,,,,
4237,1651791512,Big News Soon,[],2022-05-06T13:58:52.000Z,2022-05-06,13,,,,,
4239,200384703,"Jack Harlow Talks Taking Notes From Drake, Kanye West &amp; Jay-Z",['LHHRmusic'],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4240,2174481686,The experimental phase finished in .These are vaccines not drugs so they only need months safety follow-up after the last doses are given.,[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4241,393660168,"Dark past of the big-name brands: New book that will rock Germany exposes how its biggest companies still haven't faced up to their years of Nazi collusion, writes TOM LEONARDvia",[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4242,4303485095,Morrison contradicts himself over interest rates after clip via PM said interest rates 'not about politics'.Said in Parliament in the Govt should be held 'accountable' for rates!Trying to DEFLECT from the TRUTH by blaming ALBO?,[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4243,1.51440282324039E+018,"Great news! Curious why the surgery didnt happen until six weeks after he got injured in the WMU game though? Not a doctor but the earlier you have the surgery the earlier you can return, no?",[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4244,1.16533158084133E+018,: BREAKING NEWS: U.S. adds jobs in April and unemployment rate stays at %,['BREAKING'],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4245,2535213616,How Dare You: Mike Pence Fires Back At Kamala Harris Over SCOTUS Draft Decision Overturning Roe,[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4246,36702486,Best news watch the index you mostly invest in. Don't force yourself into losing patience.,[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4247,404264870,If you truly support the people who deliberately did this to the most vunerable in our country ...........then you truly belong in the bin Give them up they're not worth it ://,"['ToryCorruption', 'CarehomeCovidScandal', 'LBC']",2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4248,1.28623306080831E+018,Agree?,['IPL2022'],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4249,4361001253,BREAKING: Russian troops 'fire on civilian evacuation' of Mariupol steelworks,[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4250,185741133,"Lebanon: Credible Plans Needed on Education CrisisDonors Should Press Ministry to Improve Access, Transparency; End Policy Barriers",[],2022-05-06T13:58:51.000Z,2022-05-06,13,,,,,
4251,36749067,Northern Ireland waits warily as Sinn Fein hopes to become biggest party - reports via,[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4252,1060837069,"Friday May th Morning News May ,",[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4253,1.22887913243775E+018,Psaki Says There Is No Official U.S. Government Position On Activists Protesting Outside SCOTUS Justices Homes | The Daily Wire,[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4254,65163043,"Havent you got any actual political news to comment on, like the election results?",[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4255,312351978,"Bum-breathing Irwin's turtle resurfaces in Queensland river after years, researchers say",[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4256,110078466,Lakshmi Venu takes over as Managing Director of Sundaram-Clayton Limited,"['LakshmiVenu', 'SundaramClayton', 'ManagingDirector']",2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4257,8.45648499924361E+017,Yes po. I am actually shaking dahil po sa news. It's all over facebook and tiktok na. I wan't justice for that person but I am also scared for the campaign of VP dahil alam kong sakanya ito mas lalong makakaepkto. I hope lang na hindi ito maging rason to not vote for her,[],2022-05-06T13:58:50.000Z,2022-05-06,13,,,,,
4258,217219638,"COVID-19 EXPERIMENTAL VACCINES - LETTER TO SECRETARY OF DEFENSE.US, I appreciate if you could be loving by readying this letter, taking actions &amp; retwetting, sharing this information to your Rep, laboratories &amp; Ministry of health.Your life depends on.",[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4259,1.23910977791503E+018,"That K Samuels news hurt, I aint gone lie. RIP to a true visionary",[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4260,16263067,Great news! What a scary few days for her and everyone involved.,[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4261,1.44114333841392E+018,"It's pointless talking to you or any of the covid cult now , if you havn't seen by now what a con all this is then I can't help you. You would have said thalidomide was totes safe too, it took years to get justice on that one.. Good luck.. As time goes on you will see..",[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4262,24842995,Russia stealing grain in Ukraine sparks fears of famine and deepening food crisis,[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4264,1.25486009033264E+018,THIS IS THE GOP AGENDA TO TAKE WOMAN BACK TO BEING SECOND CLASS CITIZENS. LGBTQ+ AND OTHER MINORITIES ARE NEXT,[],2022-05-06T13:58:49.000Z,2022-05-06,13,,,,,
4265,1.50734149989327E+018,"An audio statement in English, titled:COVID is a Firm Plan From Allaah..Imam Nasser Mohammed Al-Yamani12- Jumada II - AH15-January-2022 AD cb=GvK",['حرب_من_الله_كونيه_وكورونيه'],2022-05-06T13:58:48.000Z,2022-05-06,13,,,,,
4266,1.48889525539499E+018,abbs i have some bad news,[],2022-05-06T13:58:48.000Z,2022-05-06,13,,,,,
4267,290538656,Who updates NHL news..Crosby?,[],2022-05-06T13:58:48.000Z,2022-05-06,13,,,,,
4268,1.21340225165544E+018,Some fighters of AzovBattalion tried to escape from the territory of the plant but were intercepted by Russian fighters.,"['War', 'Ukraine', 'Mariupol']",2022-05-06T13:58:48.000Z,2022-05-06,13,,,,,
4269,1.45732459852178E+018,Done,[],2022-05-06T13:58:48.000Z,2022-05-06,13,,,,,
4270,313647563,Why isnt this getting more attention?,['babyformula'],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4271,7.61352993820115E+017,Im all for news outlets being cheeky with tweets and keeping up with the team can focus on.,[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4272,2360173311,Not at all. I had Covid without the vaccine and felt like I was knocking at deaths door,[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4273,20290700,"""No exceptions for rape or incest.""Gov. Lee signs law criminalizing mail-order abortion pills",[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4275,1.16316510931071E+018,"Fabrizio, the leyend says that you never sleep and always read all the coments.So are there any changes that Messi come back to us this summer or the next?We need some good news Thanks",[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4276,3057898005,"Not me taking another at home covid test, even tho I feel fine, bc I want an excuse to not work today",[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4277,1.2158950503554E+018,"Also, the famous phoenix, Arizona UFO photo that matched Kenneth Arnold's description.Taken /07/1947.Probably the same objects; maybe one of them crashed in Roswell, New Mexico.",[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4278,26794016,Want to Help Moms in Need This Mother's Day? Here Are Ways to Make a Difference,[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4279,2220197672,You read anything other than the Chronicle for your news?,[],2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4280,1.49659434503361E+018,Tigrayans in Addis Ababa have been arbitrarily arrested and detained without due process in what appears as ethnically motivated detention,"['Imagine', 'SupportHR6600']",2022-05-06T14:14:59.000Z,2022-05-06,14,,,,,
4281,8.92583085828592E+017,How was killing a million Americans by lying about COVID common sense?,[],2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4282,2348263885,Ronaldo receives his latest award,"['MUFC', 'GLAZERSOUT']",2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4283,3318510966,"SHAREHOLDER ALERT - Labaton Sucharow Notifies Mullen Automotive, Inc. f/k/a Net Element, Inc. Investors of the Filin",[],2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4285,1.35505104974936E+018,So ban all foreign goods,[],2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4286,1.1501638475353E+018,oh i couldnt stand to open the news every day and read what moronic thing she had done for that day.,[],2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4287,41471233,"I don't anymore. Live close to an airport and they kept widening restrictions. Moreover, our drone Meetup shut down during COVID and nobody revived it...",[],2022-05-06T14:14:58.000Z,2022-05-06,14,,,,,
4288,1.17981958332001E+018,| Strength of news bToday : Negative Week : Negative Long-term sentiment: Trend: RiskOff,"['USA', 'sentiment', 'sentiment', 'RiskOff', 'Strong']",2022-05-06T14:14:57.000Z,2022-05-06,14,,,,,
4289,1.03905823561611E+018,"Hello, gmCPOS has great news lately % completed % completed &amp; soonStep by step getting more stronger, are you ready to take this opportunity!CposBtc","['movetoearn', 'cpospad', 'newlisting', 'staking', 'hodl', 'loading']",2022-05-06T14:14:57.000Z,2022-05-06,14,,,,,
4290,24398702,New from me: Electric utilities emphasize flexibility in face of US solar panel tariff probe $NI $LNT $NEE $XEL,[],2022-05-06T14:14:57.000Z,2022-05-06,14,,,,,
4291,8.4164331992714E+017,Media apps are filtering vaxx info so we dont see it. Thank the gov. And Moderna is just as shitty as the other .,[],2022-05-06T14:14:57.000Z,2022-05-06,14,,,,,
4292,9.11969571007017E+017,"They know, many keep complaining. They just want your DM to lure your data from you for future marketing.BBC: Pret A Manger customers complain over drinks subscription deal &lt;",[],2022-05-06T14:14:57.000Z,2022-05-06,14,,,,,
4293,2805743551,The latest Securities Fraud and Financial Industry Disputes Update! Thanks to,"['nft', 'wsjwhatsnow']",2022-05-06T14:14:56.000Z,2022-05-06,14,,,,,
4294,1.17901242387478E+018,"Post-1947, country suffered due to wrong economic policies, visionless leadership: Nitin Gadkari | IndiaNews",[],2022-05-06T14:14:56.000Z,2022-05-06,14,,,,,
4295,314620594,We are delighted to share the news that the West Downs Centre has received a South Award. This is the latest in a string of awards recognising this landmark project. :,[],2022-05-06T14:14:56.000Z,2022-05-06,14,,,,,
4296,1.37936773238315E+018,Take The Quint's Weekend Quiz To Find Out How Up-to-Date You Are! - The Madras Tribune ://,"['MadrasTribune', 'News', 'BreakingNews']",2022-05-06T14:14:56.000Z,2022-05-06,14,,,,,
4297,1.48821828291839E+018,fuck covid.,[],2022-05-06T14:14:56.000Z,2022-05-06,14,,,,,
4298,8.0398056559464E+017,"Louisiana lawmakers advance bill that would classify abortion as homicide White boys want control over females/laws. Beware ladies, next will be change the law on abuse in public, murder, adultery, incest (WV noted for it now), beasts, not beyond scope!!!!",[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4299,41434848,"NEW PODCAST: Composers &amp; Computers begins with the story of how (and , and RCA) helped kick-start the age of the musical synthesizer. Hear Episode of Composers &amp; Computers here:",['podcast'],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4300,7.35780932712436E+017,Christmas market in Glasgow is glorious. Id love to go back once Covid has died down,[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4301,1233745878,fab news for Glasgow x,[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4302,418595232,"Maybe... cost of living crisis will be very extreme in some peoples view. i.e., at revolution collapse of capitalism level. If those people are right (&amp; even Martin Lewis expects civil unrest) then that would finally bury covid rule breaking issue. But if not that extreme...",[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4303,1.00512629185366E+018,Can Rishi Sunak fight to steady the economic ship in the face of rising inflation?,[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4304,12089642,Conversations That Matter: Putin's long game,[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4305,160049711,"Shiwen Mao, director of Auburn's Wireless Engineering Research &amp; Education Center, will lead a study to improve wireless augmented &amp; virtual reality devices, potentially providing better educational experiences for those without broadband internet access.",[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4306,1.10817573965903E+018,Samsung Galaxy A32 receive one UI (Android ) from Samsung.,"['samsung', 'GalaxyA32', 'oneui4', 'firmware', 'news', 'tech', 'trendcyborg']",2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4307,23601953,Hillary Clinton warns of 'who they will come for next' if Supreme Court overturns &lt,i&gt,Roe&lt,/i&gt,,[],2022-05-06T14:14:55.000Z,2022-05-06,14,
4308,1.31039042028381E+018,"The rumors of Kojima working with Konami again, began in . This article is from .",[],2022-05-06T14:14:55.000Z,2022-05-06,14,,,,,
4309,1.34531845957661E+018,Huge and strong community waiting UBXS listing news from Bitfinex,[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4310,87818409,"No Harry, Meghan or Andrew on balcony at start of jubilee events",[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4311,1.37075063893036E+018,Gladys Liu did not disclose membership of Chinese Government-linked organisations before Liberal Party preselection - ABC News,[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4312,8.05406478613901E+017,Biggest Lie in World History: There Never Was A Pandemic. The Data Base is Flawed. The Covid Mandates including the Vaccine are Invalid -,[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4313,1.04790885010662E+018,"Vaccinated people still get sick with Covid which means they can carry the virus without even knowing it. Therefore, they are also contaminating people vaccinated and the unvaccinated. Do some research! Covid vaccines have never worked, ever!",[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4314,148282740,An open-air service will be held on Saturday June in to mark the th anniversary of the Falklands conflict.The event is being organised by the Stafford Branch of the in collaboration with can read more from,['Stafford'],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4315,20401465,"Congratulations John - I wish you all the best, especially with our number one challenge of wiping out childhood poverty and the enormous social cost of that.Much to do ...Please make the above your sleepless night problem.",[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4316,16298102,"Good thread. We have a lot of work to do, but its not hopeless and we have to stop accepting when the news says it is.",[],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4317,16409561,Apparently long range footage of one of Russia's latest frigates on fire,['ukraine'],2022-05-06T14:14:54.000Z,2022-05-06,14,,,,,
4318,3893284034,Good news changes everything.,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4320,1.40792672002438E+018,"Gangster Vikas Lagarpuria arrested from Dubai, mastermind in theft of crores inGurugram",[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4321,7.30134556360229E+017,Excellent news. Watch out for a new book bitching about The Firm. Pity the Queen may never see her great grand children now.,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4322,1.24898612286217E+018,Great news,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4323,1.52184705422552E+018,"""War-monger! Liar!"" - in Germany, residents disrupt the rally of Foreign Minister Annalena where she spoke in favor of supplying heavy weapons to . Another Baerbock event was canceled for security reasons.","['Baerbock', 'Ukraine']",2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4324,2321352516,Michigan is knocking on the door of the top five in CBS Sports' latest college football rankings.Where they and the rest of the Big Ten were placed:,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4326,3017514169,"The question I will like to ask is, is that the standard in journalism? Is that how they trained you journalists? Because I don't understand. Why will a government Agency be captioning news like Sahara reporter and the Gazette?",[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4327,3041476492,Platinum Jubilee: Harry and Andrew will not appear on Buckingham Palace balcony,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4328,8.122766726574E+017,KJo to host star-studded bash on his b'day,[],2022-05-06T14:14:53.000Z,2022-05-06,14,,,,,
4329,1.50890681217894E+018,This explains so much. This is the republicans fake news and here is everyone elses REALITY,[],2022-05-06T14:14:52.000Z,2022-05-06,14,,,,,
4330,1.35557014248325E+018,"Breaking News: Former Maryland guard/forward Angel Reese has committed to , per Reeses official Twitter account.",['LSU'],2022-05-06T14:14:52.000Z,2022-05-06,14,,,,,
4331,21100574,Wisconsin has landed its second commitment in the class with three-star offensive lineman James Durand,[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4332,1.50742707783377E+018,(1/2) CBC News Changed the Headline: [Inquest hears differing accounts on who decided Kugluktuk man didn't need immediate medical attention]- to - [Inquest hears differing accounts on who decided Nunavut man didn't need immediate medical attentio,[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4333,2961947202,"Masks Back at Comic-Con , and We're Not Talking Cosplay",[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4334,1.51314939380078E+018,Huge and strong community waiting UBXS listing news from Binance,[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4335,1.46697625739284E+018,Yes unofficial news says,[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4336,1.47910285330203E+018,"Karl, any chance China is shutting down to punish US? We know its not about Covid so its about money .. they will sacrifice their citizens bc they are expendable in their mind.. cripple America and win the long game.. our leaders are bought and paid for goin along with it all",[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4337,1.03905823561611E+018,"Hello, gmCPOS has great news lately % completed % completed &amp; soonStep by step getting more stronger, are you ready to take this opportunity!CposBtc","['movetoearn', 'cpospad', 'newlisting', 'staking', 'hodl', 'loading']",2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4338,57743666,I dont think the opinion (if it mimics the draft) will have much effect on the election but I know plenty of Rs who wish the news hadnt come out before November.,[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4339,1.25981857778531E+018,"This NSW Labor leader Chris Minns?Labor holds /8 States &amp; Territories &amp; ALL are now Live w/Let it Rip.Labor doesnt support Health, Teachers, Aged Care, any workers. Same with Unions. Betrayal on COVID",[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4340,1.4125047767939E+018,"From From Starbucks to Target, Triangle's small towns becoming amenity rich via",[],2022-05-06T14:14:51.000Z,2022-05-06,14,,,,,
4341,77696645,"The arrestees are Md Jashim (50), and Shakil Ahmed (29). ://","['Bangladesh', 'CrimesAgainstHumanity']",2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4342,1.10875400164493E+018,What part of the current emergency still justifies invasive PCR COVID tests ($300 each) being forced on random Canadians arriving at an airport with a threat of $5700 fines for not consenting to allow the probe to placed up the nose?,[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4343,1.39112572451028E+018,"lol pretty early on after Covid in an article went around quoting some judges complaining about attorneys suddenly thinking it was okay to be IN BED or POOLSIDE for hearings bc zoom. I could NEVER, but South Florida gonna South Florida",[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4344,50463387,"""More Upside Than $TSLA""$CEMI. Chembio Diagnostics. Trading under cash value. % of book.Awaiting approvals on two more Covid tests and a C.L.I.A. for its dual HIV-SYPHILIS test which allows it to be sold in point of care facilities.Buy under .70.Great Q1 report.",[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4345,7.06111385172877E+017,Poundbury's new playground was officially opened by Prince Charles today,[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4346,1.34715749696049E+018,Sirsa Man Held For Raping Minor | ChandigarhNews,[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4347,32444366,Nitro police chief: No charges expected against woman who jumped off Nitro-St. Albans Bridge onto a crosswalk Thursday,[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4348,506895377,"After more than yrs avoiding it Covid finally hit us we all good now though, house projects finally done, spending time outside hiking with the kids",[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4349,2311063720,Asian Games in China postponed because of spread of COVID-19 (from ),[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4350,38990176,Please make that Kevin Samuel news not true,[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4351,3318510966,"NUROSENE ANNOUNCES STRATEGIC AGREEMENT WITH BRAIN ANALYSIS PLATFORM, COVE NEUROSCIENCES INC.",[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4352,2750923450,"A positive as a result of COVID is the option to remote work. Im able to take care of my family no matter where they are. My family is very important to me. With my parents taking care of Bailey, Stephen is able to join me while Im away for work this w",[],2022-05-06T14:14:50.000Z,2022-05-06,14,,,,,
4353,3318510966,Nordic Nanovector ASA: Invitation to First Quarter Results Presentation and Webcast,[],2022-05-06T14:14:49.000Z,2022-05-06,14,,,,,
4354,1.44301725175879E+018,"Who, Maggie? Report on this? Write a news story unfavorable to trump? Maggie? Maggie Haberman? Im sorry - you must have her confused with a real reporter.",[],2022-05-06T14:14:49.000Z,2022-05-06,14,,,,,
4355,3318510966,Fannie Mae Earns ENERGY STAR Recognition for Environmental Sustainability Achievements,[],2022-05-06T14:14:49.000Z,2022-05-06,14,,,,,
4356,8.32114003379839E+017,How millions of Russians are tearing holes in the Digital Iron Curtain - The Washington Post,[],2022-05-06T14:14:49.000Z,2022-05-06,14,,,,,
4357,1.40624368312132E+018,:// the secret of reincarnation in the Holy Quran! Must read holy book Muslims do not understand knowledge Quran.,['Books_For_InnerPeace'],2022-05-06T14:14:49.000Z,2022-05-06,14,,,,,
4359,1.48771415070494E+018,Huge and strong community waiting UBXS listing news from Bitfinex,[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4360,25003195,This is excellent news.,[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4361,454478622,Controversial Relationship Guru Is Rumored to Be Dead -,"['KevinSamuels', 'news', 'breaking']",2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4362,9376082,This is really sad news for beer lovers.,[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4363,156981745,"ICYMI, Wayne LaPierre may face another challenger for NRA leadership",[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4364,1.45036204470895E+018,"Define LAST THAT YOU ARE TRYING TO ARGUE ABOUT. , don't give me BS in interpretations of what people believe in muhammad saw bring LAST.",[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4365,359437926,"Wouldve loved coming to Nottingham, but unfortunately Ive got covid and Im isolating",[],2022-05-06T14:14:48.000Z,2022-05-06,14,,,,,
4366,579105219,days away from media can improve how you feel. Hmmm...I hope people don't follow this,[],2022-05-06T14:14:47.000Z,2022-05-06,14,,,,,
4367,15664289,"Across the nation, Republicans who have embraced discredited conspiracy theories about the election are attempting a similar high-wire act: campaigning for votes by preaching skepticism about elections.",[],2022-05-06T14:14:47.000Z,2022-05-06,14,,,,,
4368,18358861,And I dont see this getting the outrage.,[],2022-05-06T14:14:47.000Z,2022-05-06,14,,,,,
4369,1.02066518717348E+018,BBC News,[],2022-05-06T14:14:47.000Z,2022-05-06,14,,,,,
4370,19098335,DaBaby Won't Be Charged For Shooting Intruder,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4371,2961367699,Youre a moron,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4372,1.03669678018288E+018,"Congratulations and . Great news , and great for the citizens of Wells",[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4373,247217659,Amazing lessons learnt lecture by Professor Jonathan Van-Tam over the Covid-19 pandemic. Such a hero and a humble man.,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4374,49109153,But they are *ALL* still narratives.Try news instead.,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4375,233464339,Finally some good news.,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4376,301309392,[BREAKING NEWS] The Constitutional Court dismisses Public Protector Busisiwe Mkhwebane's rescission application. Mkhwebane wanted the Constitutional Court to review its impeachment decision.,['DStv403'],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4377,568621669,Ford Dealer Memo: $25K Fine For Selling F-150 Lightning Demos Early via .com,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4378,1.25057661501857E+018,Bitcoins net exchange Stream Signal Trouble Is Brewing. Our Website For Full News Link In Our Bio,[],2022-05-06T14:34:59.000Z,2022-05-06,14,,,,,
4379,9.13882412148441E+017,This is only one news outlet echoing this opinion. - dont allow one of worst decisions to repeat itself. =,"['FIGHT', 'VOTE', 'SCOTUS', 'constitutionalcrisis', 'RepublicanDream', 'WomensNightmare', 'VoteBlueIn2022', 'VoteBlueToSaveDemocracy', 'VoteBlueToSaveAmerica']",2022-05-06T14:34:58.000Z,2022-05-06,14,,,,,
4380,36689005,Does Your No-Fault Attendance Policy Apply To Employee Absences Due To COVID-19? By,[],2022-05-06T14:34:58.000Z,2022-05-06,14,,,,,
4381,523218334,"*first ever after Covid that is,when theatres reopened*",[],2022-05-06T14:34:58.000Z,2022-05-06,14,,,,,
4382,1.49159829225777E+018,jdnx BOY GONE BAD TEASER2,"['TXT_GBGB_MV_TEASER', 'GOOD_BOY_GONE_BAD', 'TOMORROW_X_TOGETHER', 'THURSDAYS_CHILD']",2022-05-06T14:34:58.000Z,2022-05-06,14,,,,,
4383,1.17187345627689E+018,"$IMV -K IMV (6 May, :33am) Report of Foreign Private Issuer for the Month of May,","['IMV', '6K', 'News']",2022-05-06T14:34:58.000Z,2022-05-06,14,,,,,
4384,4260487493,Women really need to pay attention to what these dudes say. This is how they view women ie: Matt Gates and his over-educated... - via,[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4385,28597735,"Thank you, from all of us at Oncology Nursing News","['NationalNursesDay', 'NursesWeek', 'OncologyNursingMonth']",2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4386,1.28928806259862E+018,"Did you think Enlightenment were to be just a simple light switch in the body and that's that? I have news for you. It is the full Reality, in every single way, so there is no room except for total acceptance. See:",[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4387,1.03131466317737E+018,Beyond an honour to be nominated here. So happy to finally be able to share this news. Unreal.,[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4388,1.46294285436434E+018,Boy do I have news for you,[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4389,1.5107961222053E+018,. Bless you for making my day every morning.,[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
4390,8.17583913975435E+017,GOP Candidate Accused Of Murdering His Wife Wins Primary Election From Jail - HuffPost,[],2022-05-06T14:34:57.000Z,2022-05-06,14,,,,,
