epoch,loss,val_loss
0,0.0036323671229183674,0.007582750637084246
1,0.0016223964048549533,0.007283214945346117
2,0.0013475081650540233,0.005987151525914669
3,0.001273109344765544,0.007328835316002369
4,0.001213465933687985,0.008862991817295551
5,0.0011122855357825756,0.0025607680436223745
6,0.0010007725795730948,0.0017178627895191312
7,0.0010609308956190944,0.0024250156711786985
8,0.001112145371735096,0.0010733363451436162
9,0.0011068867752328515,0.0021132833790034056
10,0.0010038968175649643,0.001587006147019565
11,0.0010153851471841335,0.004914025776088238
12,0.0009482260211370885,0.0024622527416795492
13,0.0011748645920306444,0.0034251350443810225
14,0.0010683265281841159,0.01215431559830904
15,0.0010143828112632036,0.002904446329921484
16,0.0010320929577574134,0.004290890879929066
17,0.0009230858995579183,0.022592758759856224
18,0.0010537919588387012,0.008161798119544983
19,0.0009982595220208168,0.012517010793089867
20,0.0009935779962688684,0.006201878655701876
21,0.0009961865143850446,0.007572408299893141
22,0.0010097958147525787,0.00580139784142375
23,0.000943205610383302,0.021303469315171242
24,0.0010458630276843905,0.0057964627631008625
25,0.0009470265940763056,0.004501750227063894
26,0.0009253397001884878,0.002363054547458887
27,0.0010462409118190408,0.004497306887060404
28,0.0009870942449197173,0.0073531814850866795
29,0.0008792185108177364,0.0055420882999897
30,0.0010288194753229618,0.0059245554730296135
31,0.0009796629892662168,0.005346454214304686
32,0.000897813297342509,0.007250768598169088
33,0.000959262833930552,0.004288406111299992
34,0.0008794197929091752,0.006145610474050045
35,0.0010456530144438148,0.0017648476641625166
36,0.0010149352019652724,0.007698884699493647
37,0.001008005696348846,0.003919763024896383
38,0.000977790798060596,0.00348890433087945
39,0.001047311583533883,0.0007814724813215435
40,0.0009197751060128212,0.0070399269461631775
41,0.0009779754327610135,0.005789706949144602
42,0.00103270192630589,0.003901583608239889
43,0.0008751142304390669,0.008882028982043266
44,0.0008736947202123702,0.013050193898379803
45,0.0009594091097824275,0.0073721446096897125
46,0.0010151395108550787,0.007961652241647243
47,0.0010299298446625471,0.0007334607071243227
48,0.0008949988405220211,0.007070323918014765
49,0.0009725384879857302,0.014038416557013988
50,0.0010515275644138455,0.002096668118610978
51,0.0009228618000634015,0.0029541596304625273
52,0.0009447745396755636,0.0035809646360576153
53,0.0009270397131331265,0.009206844493746758
54,0.0009920223383232951,0.01190955750644207
55,0.0008984586456790566,0.0042033009231090546
56,0.0009743886184878647,0.010493585839867592
57,0.0008280226611532271,0.0019218333764001727
58,0.0009105750941671431,0.004656973760575056
59,0.00084677804261446,0.0012660595821216702
60,0.0009787697345018387,0.004520172253251076
61,0.0009117660229094326,0.001804898725822568
62,0.0009433147497475147,0.006400695536285639
63,0.0009228364215232432,0.0037283306010067463
64,0.000850056647323072,0.0008803460514172912
65,0.0008842807146720588,0.008659050799906254
66,0.0009189659613184631,0.001954874023795128
67,0.0009699406800791621,0.006583098787814379
68,0.0008577090338803828,0.002231813268736005
69,0.000924730091355741,0.0031629307195544243
70,0.0009399027330800891,0.0033015101216733456
71,0.0008793949382379651,0.007453411351889372
72,0.0009421483264304698,0.0034328303299844265
73,0.0009515451965853572,0.0035810950212180614
74,0.000856562633998692,0.004890927579253912
75,0.0009803000139072537,0.007755891885608435
76,0.0010604242561385036,0.004902600310742855
77,0.0009179049520753324,0.0032204200979322195
78,0.0009270266746170819,0.009571133181452751
79,0.0009097596630454063,0.001908755861222744
80,0.0009477086714468896,0.0022729202173650265
81,0.0008957454701885581,0.001935268403030932
82,0.0009237013873644173,0.0035846554674208164
83,0.0009837026009336114,0.0027232575230300426
84,0.000851967022754252,0.005966525059193373
85,0.0009749386226758361,0.0037273382768034935
86,0.0008499176474288106,0.008379812352359295
87,0.0009505118359811604,0.0035537900403141975
88,0.0009230769937857985,0.0012095062993466854
89,0.0008716251468285918,0.0014780595665797591
90,0.0009340330143459141,0.006030644755810499
91,0.0008674042765051126,0.009044250473380089
92,0.0009732614853419363,0.012516499496996403
93,0.0008885611896403134,0.003152974881231785
94,0.0009210513671860099,0.0017460547387599945
95,0.0010037836618721485,0.0011520329862833023
96,0.0009293293114751577,0.009348224848508835
97,0.000922170584090054,0.008569879457354546
98,0.0009099027374759316,0.0038302226457744837
99,0.000896670448128134,0.001332940999418497
0,0.0031415836419910192,0.021624581888318062
1,0.0010731889633461833,0.013014799915254116
2,0.0007667093886993825,0.016976045444607735
3,0.0006260392256081104,0.02130129747092724
4,0.0005765971727669239,0.0234299935400486
5,0.0005318094044923782,0.015892405062913895
6,0.0005190311348997056,0.020912330597639084
7,0.00046251423191279173,0.017194868996739388
8,0.00042657501762732863,0.021173743531107903
9,0.0004067750705871731,0.018880821764469147
10,0.0004505486285779625,0.019254561513662338
11,0.00041140432585962117,0.020898645743727684
12,0.0003930578241124749,0.016170408576726913
13,0.000456332229077816,0.013643643818795681
14,0.00046140450285747647,0.02698451094329357
15,0.00040043084300123155,0.019322143867611885
16,0.00041682927985675633,0.017799604684114456
17,0.0004378727462608367,0.02278941497206688
18,0.0004102609818801284,0.026857690885663033
19,0.0004270437057130039,0.023753175511956215
20,0.00036353961331769824,0.018060587346553802
21,0.00037608586717396975,0.019715256989002228
22,0.00043480098247528076,0.027519013732671738
23,0.0003897950809914619,0.02865707129240036
24,0.0004169417079538107,0.025322768837213516
0,0.002960098208859563,0.014797896146774292
1,0.0010491082211956382,0.017006592825055122
2,0.0007440444314852357,0.017236240208148956
3,0.0006125648505985737,0.01882479526102543
4,0.0005724281072616577,0.02824636735022068
5,0.0005204041954129934,0.020076025277376175
6,0.00048404844710603356,0.02576844021677971
7,0.00047896933392621577,0.028551435098052025
8,0.0004818545130547136,0.024643877521157265
9,0.00046010926598683,0.021724533289670944
10,0.0004488561244215816,0.02137954905629158
11,0.0003924370976164937,0.015432347543537617
12,0.000407893443480134,0.025888117030262947
13,0.0003816471144091338,0.024793580174446106
14,0.00044292330858297646,0.031034165993332863
15,0.0004205957520753145,0.019425073638558388
16,0.0004486881662160158,0.024895699694752693
17,0.00039773553726263344,0.022153669968247414
18,0.000451268395408988,0.019696135073900223
19,0.00039434659993276,0.024059705436229706
20,0.00038288155337795615,0.02358378656208515
21,0.0004101104277651757,0.02802102081477642
22,0.00042423553531989455,0.03488180786371231
23,0.000379847246222198,0.03010813146829605
24,0.00040424003964290023,0.031982433050870895
25,0.00038924140972085297,0.029210129752755165
26,0.00036348472349345684,0.01483966689556837
27,0.00039798824582248926,0.02576606720685959
28,0.00041471573058515787,0.018167594447731972
29,0.0003874625836033374,0.02219548635184765
30,0.00040663493564352393,0.02296532317996025
31,0.0003630800056271255,0.024841303005814552
32,0.00038140753167681396,0.0250946506857872
33,0.0003641889779828489,0.025675345212221146
34,0.00041421272908337414,0.024467527866363525
35,0.0003844914317596704,0.018956085667014122
36,0.00037486982182599604,0.023923631757497787
37,0.00038798272726126015,0.022567739710211754
38,0.0003732606128323823,0.023622315376996994
39,0.00038723356556147337,0.02705606259405613
40,0.00041292200330644846,0.017207980155944824
41,0.000394616014091298,0.014850892126560211
42,0.00037711815093643963,0.017426611855626106
43,0.0003862424928229302,0.025164777413010597
44,0.000375321542378515,0.016298675909638405
